-44915,7.1243,-13.798,-21.506,-25.92,9.4941,13.722,39.117,-3026.8,2.7464,-2.1696,-4.7927,-4.7457,-0.10761,-0.45483,2.9228,-1849.1,-2.5117,0.95794,3.6986,5.1696,-0.34642,-0.63888,-4,-1978.4,-2.5578,0.95468,2.9533,1.3857,-0.36972,-0.41923,-1.2716,-206.36,-0.41056,-0.13838,-0.77079,-0.41327,0.0070545,0.092733,-0.70655,-280.46,-12.48,-0.14418,-0.58702,0.7517,0.031333,0.066948,-0.44981,-1735.7,-5.6965,0.73684,3.9636,8.0868,-0.19013,-0.35506,0.36138,-2208.2,-8.8414,0.47783,3.0718,7.2346,-0.064379,-0.24531,-0.97785,192.62,0.18094,-1.2741,-3.5518,-5.4178,-0.17757,-0.16393,6.2592,-9200,-1.3382,-3.7992,-6.3482,-7.3673,1.7468,1.8047,11.174,-445.56,-1.7465,1.2015,2.7799,2.7959,-0.27409,-0.4269,-0.62052,-302.84,-2.3553,1.1304,3.0333,3.7248,-0.4439,-0.67199,-0.48994,356.57,-0.28519,0.078598,-0.10198,-0.78498,-0.10538,-0.024189,0.55597,316.33,-0.28943,0.19704,0.74878,0.61757,-0.12179,-0.074478,0.23107,-1098.7,-2.1443,1.177,3.1922,4.3507,-0.11319,0.14673,2.4797,-718.08,-1.9258,0.9931,2.878,4.0216,-0.16496,-0.033057,0.18126,0.25866
-43120,19.487,-13.49,-21.107,-25.544,9.1971,13.632,37.313,10535,7.1312,1.9687,1.7663,3.2306,-3.2127,-4.4415,-9.4079,1907.4,-1.9392,2.4088,7.1769,7.9066,-1.4182,-2.347,-7.1341,2006.7,-2.0061,2.4175,6.2336,5.7004,-1.4158,-2.0748,-1.544,765.65,0.19102,0.23832,-0.26663,1.012,-0.23567,-0.35734,-0.99652,551.98,-11.974,0.17199,0.10382,1.57,-0.17061,-0.32793,-1.2606,3495.6,-4.8206,2.8039,8.2352,12.403,-1.7571,-3.628,-7.5464,3481.8,-7.9734,2.6208,7.7233,11.724,-1.7126,-3.4798,-8.4488,14801,3.0819,3.1075,3.0467,3.2487,-3.1001,-3.9273,-9.6934,3549.7,0.90864,-0.46899,-1.9012,-2.274,-0.79589,-1.2845,0.60901,4361.3,-0.73887,3.0187,6.3458,8.2087,-1.5734,-2.2603,-2.4622,3570.2,-1.6502,2.6235,6.3676,7.5482,-1.5317,-2.3166,-4.1212,1783.4,0.41273,0.59887,0.96249,1.0673,-0.43908,-0.60289,-0.35708,1691.4,0.3981,0.67748,1.8695,2.1837,-0.45709,-0.70133,-0.33874,5855.6,-0.75741,4.1566,9.267,12.324,-2.1989,-3.8679,-3.2289,5218.7,-0.55628,3.5013,8.2515,9.6772,-1.9053,-3.0869,-4.0851,0.66082
17137,5.7934,3.7806,3.163,1.6105,-1.8212,-0.52186,-4.4729,10905,6.4571,3.6046,5.1062,1.6856,-0.5711,0.61713,4.0655,-2344.3,1.578,-1.9471,-3.5178,-4.421,0.69561,1.3697,5.1938,-2207.2,1.4993,-1.8541,-3.6645,-7.9575,0.62146,1.4887,7.2227,1148.2,1.5681,0.16363,0.50437,0.37234,-0.28557,-0.39839,1.125,644.95,-10.469,0.013014,0.019803,-0.18321,-0.16872,-0.29129,0.17521,-2583.6,-1.101,-2.4218,-5.1371,-7.3609,0.35348,0.82403,6.3416,-2870.5,-4.2979,-2.6955,-6.0315,-7.4014,0.48866,1.2077,7.9871,17234,4.7366,5.2485,7.044,8.6724,-2.3845,-3.6025,-14.848,11928,5.3758,3.7048,4.3734,6.5529,-1.7033,-2.1026,-12.317,-3096.5,1.5923,-2.2343,-3.1273,-1.76,0.82184,1.2598,2.7514,-1825.9,1.6814,-1.4807,-1.7711,-1.4409,0.54757,0.86129,2.0126,146.02,2.3898,-0.37614,-1.4072,-0.81027,-0.069991,-0.11028,0.20754,-461.27,1.9183,-0.60535,-1.7514,-1.6159,0.085587,0.10807,0.97171,-3029,2.4214,-2.7822,-4.8151,-5.0514,0.346,0.54372,-0.50682,-2666.8,2.4846,-2.1845,-3.5187,-2.3801,0.17424,-0.029032,2.2904,0.94684
-51494,-10.119,-14.943,-22.332,-27.548,10.792,15.599,42.352,-36212,-7.1896,-10.809,-16.67,-19.939,7.9902,11.113,29.222,-9707.1,-2.9064,-2.2688,-3.9946,-5.0672,2.2753,3.5016,6.2147,-9491.5,-2.8259,-2.2722,-4.7215,-8.7239,2.2399,3.733,7.8106,-2399.5,-1.4212,-0.79303,-1.7829,-1.8337,0.58,0.97811,1.0696,-2213.3,-13.377,-0.67772,-1.5167,-2.0337,0.52774,0.7743,0.63723,-12900,-6.6799,-3.6087,-6.079,-5.6324,3.3466,5.6947,10.874,-13319,-9.7094,-3.8825,-6.5026,-5.5638,3.5728,6.3567,11.17,-38109,-6.7535,-11.214,-16.457,-20.492,7.7376,10.475,33.593,-38669,-6.6326,-10.379,-14.503,-17.692,7.5273,10.211,28.611,-11365,-3.1448,-2.9122,-5.1729,-5.5309,2.6556,4.1572,7.9938,-9290.8,-3.1786,-2.2473,-3.4468,-3.7102,2.1586,3.2828,5.5465,-2902.1,-1.4489,-0.82663,-1.8612,-2.1058,0.70623,1.2687,2.2854,-2869.2,-1.3881,-0.70761,-1.4197,-1.3855,0.65517,1.0995,1.6839,-15600,-3.9902,-4.886,-8.9687,-9.6757,4.1975,7.6399,13.912,-13785,-3.8864,-4.2711,-7.969,-9.4585,3.6434,6.4737,12.465,-1.3119
-34615,-8.6764,-10.749,-16.297,-19.765,7.9243,11.499,29.703,-10027,-2.5326,-3.7658,-6.8344,-9.0797,1.8399,2.2013,10.87,-587.06,-0.39555,-0.16927,0.54824,-0.71686,0.2198,0.421,-0.86284,-291.66,-0.45505,-0.15585,-0.14589,-3.4326,0.17628,0.49693,0.90479,-806.45,-0.44385,-0.40134,-1.1985,-1.1466,0.20075,0.30912,-0.17274,-859.2,-12.551,-0.38511,-0.8833,0.18773,0.21236,0.31246,-0.40964,-700.78,-3.8027,-0.3034,0.96352,2.0327,0.31161,1.0039,-0.72005,-627.08,-6.8964,-0.31988,1.0096,2.9683,0.35132,0.87351,0.32158,-7294.6,-3.0194,-3.0128,-5.4136,-5.1979,1.3999,2.0875,12.415,-15008,-3.576,-4.9324,-7.5473,-8.5384,2.8381,3.4928,15.089,-485.68,-0.60064,-0.1441,0.23285,-0.38832,0.22056,0.59052,1.7139,-532.49,-0.6065,-0.1322,0.25067,-0.064331,0.18376,0.38834,1.156,-385.78,-0.35057,-0.06987,0.1153,0.60767,0.12275,0.36713,0.82399,-433.1,-0.34994,-0.050241,0.29055,0.30336,0.11387,0.32228,0.96127,-1020.9,-0.92756,-0.62449,-0.40948,0.59069,0.5163,1.6545,3.3124,-998.28,-0.93338,-0.56241,-0.71507,-0.4205,0.45543,1.3403,2.6911,-0.093783
-39340,-9.7833,-8.0726,-11.36,-12.985,9.2188,13.203,32.788,-36817,-5.6842,-7.926,-11.55,-15.504,8.6303,12.167,30.255,-11893,-3.0335,-2.5293,-4.6871,-5.8886,3.0129,4.6448,7.1074,-11820,-2.9452,-2.4848,-5.0952,-9.9908,2.9801,4.6633,8.8927,-2341.3,-1.4286,-0.11886,0.12953,-0.37905,0.64485,0.95908,0.39777,-2345.8,-13.31,-0.26674,-0.5481,-0.38707,0.60956,0.90775,0.71555,-15608,-6.6312,-3.7412,-6.8296,-7.1203,4.3927,7.367,11.371,-16353,-9.7146,-3.919,-7.5132,-7.9988,4.6685,7.9952,14.003,-44917,-6.4917,-11.251,-16.203,-21.296,9.4821,13.106,38.636,-42714,-6.0868,-10.408,-14.578,-18.3,8.607,11.748,32.463,-13855,-3.2676,-2.9002,-4.6039,-5.3931,3.4192,5.102,8.868,-11296,-3.1432,-2.3291,-3.7654,-3.6336,2.8482,4.2557,7.2927,-3942.8,-1.4972,-0.8037,-2.2788,-3.7135,1.0211,1.6902,2.8008,-3898.9,-1.4722,-0.81365,-2.3484,-3.0378,0.97314,1.5652,2.6152,-18623,-3.9852,-4.2059,-6.932,-8.0167,5.2851,9.2767,16.71,-16574,-3.8167,-3.864,-6.8381,-6.2363,4.6384,8.0509,14.142,-1.9586
-16610,-8.5499,-8.5124,-15.42,-21.603,5.3691,9.2473,39.071,-17346,-5.9686,-8.7572,-16.691,-23.707,5.6785,9.359,37.05,-10214,-1.489,-4.2313,-10.694,-15.737,2.769,4.5809,11.739,-10566,-1.4536,-4.3069,-11.188,-17.458,2.7967,4.7091,12.897,-2131.4,-0.5504,-1.1056,-3.6574,-6.1848,0.58896,1.2397,4.3255,-1678.5,-12.5,-0.8637,-3.0968,-5.498,0.44439,0.93559,3.703,-14102,-4.8047,-6.754,-16.991,-22.519,4.0853,7.3239,17.015,-15046,-7.934,-7.1743,-18.315,-24.445,4.3661,8.0364,19.66,-22307,-4.3843,-9.6223,-16.13,-24.004,5.9361,9.291,40.726,-7789.8,-2.9678,-5.3282,-9.5199,-15.467,2.9591,5.1914,28.887,-12220,-1.7849,-4.6729,-10.105,-13.081,3.1169,4.9263,11.466,-10161,-1.616,-3.9867,-8.8984,-11.756,2.6355,4.1184,8.5603,-3429,-0.85302,-1.7607,-6.1933,-9.6597,0.85548,1.6322,4.4299,-3168.9,-0.7821,-1.5892,-5.787,-9.0346,0.78454,1.4716,3.7384,-17148,-2.0872,-7.9526,-19.688,-25.276,4.8794,8.8151,18.817,-14880,-1.8698,-7.1126,-17.838,-22.603,4.24,7.6549,16.18,-1.3119
-42026,-11.26,-9.934,-13.462,-16.168,9.0831,12.924,34.356,-42166,-8.7853,-11.176,-16.525,-19.013,9.1647,12.922,32.653,-10906,-3.141,-2.3701,-4.1049,-4.9648,2.6991,4.0008,5.8051,-10805,-3.0739,-2.3957,-4.8284,-7.379,2.6763,4.1763,8.539,-2993.9,-1.7497,-0.91868,-2.0552,-2.9089,0.74071,1.129,1.105,-2796.9,-13.717,-0.78337,-1.813,-2.3599,0.66661,0.93792,0.66152,-14307,-6.893,-3.5555,-5.328,-6.7936,3.9468,6.7237,10.776,-14901,-9.9575,-3.7607,-5.9461,-6.385,4.1925,7.1843,11.586,-45283,-7.6808,-11.972,-17.06,-21.808,9.0697,12.483,38.127,-43414,-7.2228,-10.84,-14.856,-18.526,8.3238,11.263,30.013,-12640,-3.424,-2.904,-4.9253,-5.3325,3.0905,4.7091,8.5632,-10435,-3.365,-2.3469,-3.6865,-4.4399,2.5761,3.8468,6.6258,-3651,-1.774,-0.85908,-1.8026,-2.2798,0.90854,1.5477,2.6108,-3652,-1.7449,-0.75158,-1.4455,-1.8637,0.85329,1.3584,2.3679,-17170,-4.274,-4.7164,-7.6633,-9.2846,4.8144,8.4916,15.102,-15216,-4.1806,-4.1395,-7.0159,-7.839,4.1884,7.3187,12.903,-1.9586
-23035,-1.5561,-6.201,-8.9551,-15.419,5.2069,8.5898,35.621,-21913,0.28933,-6.2426,-9.2718,-16.1,5.4136,8.7088,34.492,-5876.8,-1.8621,-1.4348,-2.9835,-6.8495,1.7656,3.2312,9.3858,-5848.2,-1.8424,-1.3869,-2.9897,-8.8253,1.7496,3.4368,11.112,-659.59,-0.98713,0.22258,1.677,0.83749,0.2538,0.70673,3.1032,-553.84,-13.001,0.20304,1.2706,0.47149,0.21549,0.6167,2.9963,-7019.3,-5.3686,-1.896,-2.3642,-4.9883,2.4159,4.9779,13.779,-7328.9,-8.4441,-1.8253,-1.6294,-4.1672,2.5422,5.3687,15.871,-26877,-0.29967,-7.7137,-11.315,-19.032,5.6843,8.4207,36.396,-19676,0.45172,-5.377,-7.6801,-13.381,4.1453,6.3025,27.536,-7501.2,-2.1021,-1.8774,-3.1244,-5.2312,2.0987,3.5397,8.6474,-6034.4,-1.9099,-1.5455,-2.7379,-4.6584,1.7288,2.8732,7.1425,-1563.6,-1.1099,-0.22053,0.33944,-0.44716,0.47755,1.0246,2.6855,-1345.7,-1.0263,-0.14797,0.18933,-0.76934,0.41748,0.8679,2.933,-9721.5,-2.5643,-2.7966,-3.0353,-4.828,3.1621,6.2101,14.828,-8155.5,-2.4895,-2.4258,-3.0949,-4.414,2.6726,5.2,11.975,-1.0984
19558,10.117,6.0602,7.9295,4.0817,-5.5064,-5.8954,11.058,13955,8.9442,4.3568,5.8862,0.088799,-3.1738,-2.7552,14.939,7381,1.1413,2.1222,3.0156,-0.17514,-1.4047,-1.2496,3.7049,7329.8,1.0118,2.1159,2.9677,-2.5538,-1.3679,-0.95704,5.7185,2817.1,0.17315,1.2411,4.2044,4.0882,-0.57428,-0.57321,1.6474,2797,-11.88,1.143,3.6953,3.4699,-0.56395,-0.55444,1.0864,10530,-2.0198,3.5843,6.5983,4.6469,-2.1825,-2.2758,4.8406,11123,-5.1054,3.8866,7.8154,5.9764,-2.3915,-2.8152,4.8454,10036,9.7179,3.5097,4.5414,-0.93843,-2.8236,-2.1592,19.474,18745,9.5125,5.5791,7.4108,2.9458,-4.176,-4.285,10.143,7731.5,1.0849,2.319,3.6914,2.3281,-1.5082,-1.7382,0.64542,5980.3,1.2324,1.7591,2.5598,1.015,-1.1478,-1.1423,1.3914,2791.2,0.22493,1.0528,3.5096,3.3061,-0.57156,-0.66197,0.97601,3073.7,0.30247,1.0692,3.2119,2.9874,-0.61142,-0.69258,0.67602,10205,1.1681,3.6176,7.2025,6.3742,-2.2124,-2.7124,2.2031,9840.7,1.1035,3.3687,6.4109,5.7659,-2.0757,-2.3689,0.81194,0.25866
