-2.8792,-17.517,-6.7676,-3.4004,-1.9097,-4.8639,13.749,24.938,-12.141,-11.83,-11.863,-8.1516,-3.8845,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,0.0776,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,71.055
14.121,-16.517,-7.7676,-4.4004,-1.9097,2.1361,58.749,-12.062,-9.1406,-11.83,-11.863,-6.1516,-3.8845,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
-7.8792,4.4834,-1.7676,-4.4004,-1.9097,-5.8639,-4.2513,-0.0622,-12.141,-11.83,24.137,16.848,-3.8845,-3.6712,-2.6993,-2.7167,-1.4833,1.7517,0.059,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,11.055
-42.879,7.4834,-7.7676,-4.4004,-1.9097,-5.8639,-12.251,-12.062,-11.141,-10.83,-11.863,23.848,9.1155,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
14.121,6.4834,-7.7676,-4.4004,-1.9097,17.136,10.749,-12.062,-12.141,-11.83,13.137,28.848,-3.8845,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,21.055
-60.879,-17.517,-3.7676,85.6,26.09,-5.8639,-12.251,-12.062,-10.141,-10.83,-11.863,-8.1516,-3.8845,-3.6712,-3.6993,-2.7167,-0.48333,-0.24833,-0.941,-0.9224,1.9939,34.218,15.508,21.474,-0.50513,-0.24727,-28.945
85.121,22.483,15.232,-4.4004,-1.9097,-5.8639,-12.251,12.938,44.859,64.17,-8.8625,-8.1516,-3.8845,-3.6712,41.301,10.283,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
-17.879,59.483,6.2324,1.5996,-1.9097,-5.8639,-12.251,-12.062,-12.141,-0.82993,38.137,-8.1516,-3.8845,32.329,35.301,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,2.9939,0.2178,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
-49.879,11.483,-7.7676,2.5996,57.09,-5.8639,-12.251,-12.062,-12.141,-11.83,-11.863,7.8484,25.115,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,18.495,15.753,-28.945
-53.879,24.483,12.232,-4.4004,-1.9097,-3.8639,-10.251,-11.062,-7.1406,-11.83,-11.863,-8.1516,-3.8845,-3.6712,52.301,0.28333,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
-52.879,19.483,-7.7676,10.6,48.09,-5.8639,-9.2513,-10.062,-12.141,-11.83,-11.863,-8.1516,20.115,16.329,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,5.4741,29.495,-0.24727,-28.945
2.1208,-17.517,-7.7676,-4.4004,-1.9097,-5.8639,-9.2513,-3.0622,44.859,-10.83,-11.863,-8.1516,-3.8845,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,71.055
-2.8792,-13.517,-4.7676,-4.4004,-1.9097,46.136,0.74867,-12.062,-12.141,-11.83,-11.863,-8.1516,-3.8845,-3.6712,0.30073,-0.71667,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,71.055
-18.879,17.483,47.232,-4.4004,-1.9097,-5.8639,-9.2513,-6.0622,-12.141,-11.83,19.137,21.848,-3.8845,-3.6712,-3.6993,-2.7167,53.517,1.7517,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,-28.945
-1.8792,-17.517,-7.7676,-4.4004,-1.9097,45.136,0.74867,-12.062,-11.141,-10.83,-11.863,-8.1516,-3.8845,-3.6712,-3.6993,-2.7167,-1.4833,-1.2483,-0.941,-0.9224,-1.0061,-0.7822,-0.49227,-0.52593,-0.50513,-0.24727,61.055
