-281.62,-181.46,-918.16,261.11,-9.0526,-1.6986,-13.804,0.15692
-277.62,-134.46,1081.8,4261.1,38.947,3.3014,-2.8038,0.93011
-277.62,-146.46,1081.8,4261.1,38.947,0.30144,-10.804,0.49987
-279.62,-156.46,-918.16,4261.1,-1.0526,1.3014,-2.8038,0.14165
-268.62,93.536,-2150.2,-8738.9,-19.053,1.3014,5.1962,-0.24854
-277.62,-171.46,5081.8,20261,38.947,3.3014,5.1962,1.8808
-274.62,43.536,-2406.2,-7738.9,-25.053,-3.6986,-11.804,-0.81386
29181,305.54,5081.8,-11707,-25.053,-4.6986,48.196,-0.18259
-282.62,-116.46,-2662.2,-10739,-25.053,-1.6986,-8.8038,-1.1995
-272.62,-147.46,1081.8,261.11,6.9474,1.3014,-6.8038,0.69465
-277.62,-166.46,5081.8,4261.1,6.9474,3.3014,-2.8038,1.3332
-292.62,-63.464,-618.16,-5538.9,-25.053,1.3014,45.196,0.078141
-286.62,593.54,-2662.2,-3738.9,-25.053,-3.6986,-14.804,-1.3937
-277.62,-131.46,1081.8,4261.1,-9.0526,-3.6986,-12.804,0.15692
-287.62,-96.464,-1918.2,-7738.9,-9.0526,-3.6986,-16.804,-0.77464
-281.62,593.54,-2150.2,-9738.9,-25.053,-4.6986,-18.804,-1.037
-289.62,-181.46,-1608.2,-9118.9,105.95,7.3014,5.1962,1.8753
-277.62,-176.46,13082,20261,230.95,11.301,5.1962,2.2017
-282.62,-131.46,81.837,-3738.9,-17.053,-1.6986,29.196,0.12615
-281.62,1293.5,-2150.2,-9738.9,-25.053,-4.6986,-18.804,-1.1424
-281.62,1293.5,-2150.2,-10739,-25.053,-4.6986,-18.804,-1.5478
-283.62,-66.464,-918.16,-7738.9,-25.053,-0.69856,-10.804,-0.34385
-280.62,-156.46,-918.16,-3738.9,-17.053,-3.6986,-12.804,-0.0073817
-276.62,-168.46,1081.8,4261.1,102.95,11.301,13.196,1.3239
-296.62,-183.46,13082,52261,38.947,11.301,13.196,2.4225
-281.62,-180.46,13082,20261,38.947,3.3014,5.1962,2.1093
-288.62,-73.464,-1918.2,-3738.9,-16.053,-1.6986,-6.8038,0.24393
-283.62,-66.464,-918.16,-7738.9,-25.053,-1.6986,-12.804,-0.66544
-281.62,193.54,1081.8,-3738.9,-25.053,-3.6986,-17.804,-0.567
-268.62,-26.464,-2150.2,261.11,-19.053,-3.6986,12.196,0.39808
-272.62,-101.46,-918.16,-7738.9,-17.053,-1.6986,-10.804,-0.94169
-277.62,-134.46,-918.16,-3738.9,-9.0526,1.3014,-10.804,0.62123
-291.62,113.54,-2406.2,-9738.9,-21.053,-3.6986,-15.804,0.20137
-281.62,193.54,-918.16,-7738.9,-25.053,-3.6986,-17.804,-0.567
-291.62,113.54,-2790.2,-5738.9,-25.053,-3.6986,-6.8038,-0.89724
-276.62,-150.46,1081.8,261.11,-25.053,-3.6986,-10.804,-0.29506
-273.62,-46.464,-2406.2,-9738.9,-23.053,-1.6986,-10.804,-0.567
-288.62,603.54,-1918.2,-6738.9,-25.053,-3.6986,-17.804,-1.037
-290.62,-156.46,-1918.2,-3738.9,-17.053,-1.6986,-13.804,-0.44921
-296.62,-183.46,13082,20261,38.947,11.301,13.196,2.1596
-297.62,-81.464,-2662.2,-5738.9,230.95,11.301,109.2,1.2555
-293.62,143.54,-2854.2,-11675,-25.053,-3.6986,-14.804,-1.7301
-290.62,-156.46,-1918.2,-7738.9,-17.053,-1.6986,-13.804,-0.77464
-286.62,593.54,-2662.2,-3738.9,-25.053,-3.6986,-14.804,-1.5478
-288.62,-73.464,-1918.2,261.11,-16.053,-1.6986,-6.8038,0.24393
-283.62,-66.464,-918.16,20261,6.9474,-3.6986,35.196,0.91603
-289.62,-156.46,-918.16,-3738.9,-17.053,-3.6986,-13.804,0.22995
-276.62,-168.46,1081.8,-3738.9,6.9474,11.301,13.196,-0.10091
-272.62,-101.46,-918.16,-3738.9,-9.0526,-0.69856,-4.8038,0.02771
-295.62,193.54,-2406.2,-8238.9,-21.053,-3.6986,-12.804,-0.34385
-280.62,-156.46,-918.16,4261.1,-1.0526,-3.6986,-12.804,0.34929
-286.62,593.54,-2662.2,-3738.9,-25.053,-3.6986,-14.804,-0.94169
-293.62,-6.4641,-2406.2,4261.1,-25.053,-0.69856,13.196,-0.47739
-271.62,-26.464,-2656.2,-7738.9,-25.053,-3.6986,-15.804,-1.1424
-283.62,123.54,-1918.2,-8738.9,-25.053,-2.6986,-14.804,-1.2601
-287.62,-6.4641,-1918.2,-3738.9,-25.053,-3.6986,-16.804,-0.44921
-275.62,-6.4641,-1918.2,-7738.9,-25.053,-3.6986,-14.804,-0.63154
-277.62,-114.46,-918.16,-3738.9,6.9474,-3.6986,-12.804,0.094401
-290.62,-156.46,-918.16,4261.1,-17.053,-1.6986,-12.804,-0.08149
-283.62,-66.464,-918.16,20261,6.9474,-3.6986,35.196,1.209
-277.62,-146.46,1081.8,4261.1,6.9474,-3.6986,-12.804,0.42161
-277.62,-168.46,5081.8,20261,38.947,3.3014,5.1962,1.7542
-282.62,-31.464,-2662.2,-9738.9,-25.053,-1.6986,5.1962,-0.94169
-283.62,93.536,-1918.2,-7738.9,-17.053,-1.6986,45.196,-0.39515
-289.62,-156.46,-298.16,-1258.9,4.9474,7.3014,5.1962,0.1104
-287.62,493.54,-2534.2,-3738.9,-25.053,-3.6986,-17.804,-0.85468
-277.62,-156.46,1081.8,4261.1,38.947,0.30144,-8.8038,0.6768
-272.62,33.536,-2406.2,-10739,-17.053,-3.6986,-15.804,-2.241
-289.62,-181.46,-1608.2,-9118.9,105.95,7.3014,5.1962,1.5804
-289.62,-156.46,-1918.2,-7738.9,-17.053,-3.6986,-13.804,-0.66544
-280.62,-156.46,-918.16,4261.1,-1.0526,-3.6986,-12.804,0.21576
-289.62,-150.46,2321.8,9231.1,4.9474,7.3014,5.1962,0.63071
-279.62,-106.46,-1918.2,-3738.9,-1.0526,-2.6986,-12.804,-0.77464
-296.62,-183.46,13082,20261,38.947,11.301,13.196,1.8726
-289.62,-142.46,2321.8,9231.1,4.9474,7.3014,5.1962,1.3048
-276.62,-150.46,-1918.2,-7738.9,-25.053,-3.6986,-12.804,-1.1995
-273.62,-46.464,-918.16,-3738.9,6.9474,-3.6986,-5.8038,0.65861
-271.62,-82.464,-1918.2,-3738.9,-25.053,-3.6986,-10.804,-0.29506
-271.62,-26.464,-2656.2,-7738.9,-25.053,-3.6986,-15.804,-1.5478
-271.62,-156.46,-918.16,20261,-1.0526,1.3014,7.1962,0.70347
-296.62,-177.46,5081.8,20261,6.9474,3.3014,13.196,1.562
-294.62,-156.46,1081.8,4261.1,39.947,-3.6986,-10.804,0.89452
-284.62,-131.46,-918.16,4261.1,102.95,-3.6986,19.196,1.5241
-275.62,-6.4641,-1918.2,-9738.9,-25.053,-3.6986,-16.804,-0.81386
-276.62,-150.46,-918.16,-3738.9,-25.053,-3.6986,-10.804,-0.85468
-283.62,-66.464,-918.16,-3738.9,6.9474,-3.6986,35.196,0.15692
-281.62,693.54,-1918.2,-7738.9,-21.053,-3.6986,-16.804,-1.1424
-281.62,18.536,-918.16,-7738.9,-17.053,-1.6986,-12.804,-0.34385
-292.62,-39.464,-2394.2,-9738.9,-17.053,-0.69856,-3.8038,-1.0883
-276.62,-168.46,5081.8,12261,134.95,-0.69856,-10.804,0.90891
-277.62,-158.46,1081.8,12261,6.9474,3.3014,5.1962,1.3332
-277.62,-91.464,-918.16,-3738.9,-9.0526,-3.6986,-15.804,-0.12071
-271.62,-156.46,-918.16,20261,86.947,47.301,85.196,1.6941
-291.62,113.54,-2662.2,-5738.9,-25.053,-3.6986,-12.804,-0.53623
-292.62,-63.464,-2406.2,-6738.9,-25.053,2.3014,13.196,-0.70053
-281.62,-189.46,1081.8,4261.1,6.9474,1.3014,-6.8038,0.85762
-275.62,-6.4641,-918.16,-3738.9,38.947,-3.6986,-13.804,-0.31916
-271.62,-156.46,-918.16,20261,22.947,21.301,33.196,1.3048
-280.62,-156.46,-918.16,-3738.9,-17.053,-1.6986,-12.804,-0.22607
-271.62,-156.46,1081.8,20261,86.947,47.301,85.196,1.9512
-287.62,-96.464,-1918.2,261.11,-9.0526,-3.6986,-16.804,0.061611
-268.62,93.536,-2150.2,261.11,-19.053,1.3014,5.1962,-0.12071
-268.62,93.536,-2726.2,-10971,-19.053,1.3014,5.1962,-0.44921
-276.62,-150.46,1081.8,4261.1,-25.053,-3.6986,-10.804,-0.20409
-281.62,273.54,-2822.2,-11227,-25.053,-3.6986,-17.804,-2.241
-271.62,-108.46,-1918.2,-3738.9,6.9474,-2.6986,-10.804,-0.20409
-286.62,593.54,-2662.2,-3738.9,-25.053,-3.6986,-14.804,-1.037
-287.62,-66.464,-1918.2,4261.1,-9.0526,-3.6986,-15.804,0.89452
-276.62,-122.46,-1918.2,-9738.9,-25.053,-3.6986,-12.804,-1.5478
-287.62,493.54,-2662.2,-9738.9,-25.053,-3.6986,-17.804,-0.85468
-279.62,-106.46,-1918.2,-3738.9,-1.0526,-1.6986,-12.804,-0.567
-273.62,-46.464,-2406.2,-7738.9,-23.053,-3.6986,-13.804,-0.63154
-272.62,33.536,-2406.2,-9738.9,-17.053,-3.6986,-13.804,-1.6348
-292.62,-63.464,181.84,-5538.9,-25.053,0.30144,1.1962,-0.53623
-276.62,-94.464,-1918.2,-10739,-25.053,-3.6986,-14.804,-1.9533
-292.62,-96.464,181.84,-5538.9,-25.053,1.3014,45.196,0.298
-288.62,-6.4641,-2406.2,-3738.9,-17.053,-3.6986,-10.804,0.094401
-287.62,13.536,-1918.2,-3738.9,-9.0526,-3.6986,-16.804,0.22995
-276.62,-168.46,5081.8,4261.1,38.947,-0.69856,-10.804,0.57244
-289.62,-156.46,-2418.2,-9738.9,-17.053,-3.6986,-14.804,-1.037
-271.62,-176.46,5081.8,52261,102.95,7.3014,157.2,3.0148
-292.62,-63.464,-1418.2,-5438.9,-25.053,0.30144,13.196,-0.63154
-268.62,93.536,-2150.2,-7238.9,-25.053,-3.6986,5.1962,-0.22607
-272.62,-180.46,5081.8,20261,102.95,19.301,13.196,1.9712
