0.18182,-0.018136,-0.0086364,0.19318,-0.13682,0.0125,0.15387
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,0.0375,0.60375
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,-0.0125,-0.065654
2.3818,0.035864,-0.0086364,0.30318,-0.056818,0.0625,1.2535
2.3818,0.00086364,-0.018636,0.053182,-0.056818,0.0875,1.6189
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,-0.0625,-0.99832
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,0.1375,2.4588
-2.6182,0.00086364,0.31136,0.0031818,0.30318,-0.0375,-0.51919
0.081818,-0.034136,-0.028636,-0.25682,-0.046818,0.1125,2.0919
-0.018182,0.0098636,-0.42864,0.023182,-0.44682,0.0875,1.4696
0.081818,0.035864,-0.44864,0.29318,-0.47682,0.0625,1.052
0.081818,-0.034136,0.32136,-0.24682,0.30318,-0.0125,-0.30977
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,0.0875,1.4579
0.081818,0.0048636,-0.0086364,-0.89682,0.43318,0.0375,0.44373
0.081818,0.035864,0.31136,0.23318,0.30318,-0.0125,0.027356
-0.018182,0.0098636,-0.42864,0.023182,-0.44682,-0.1125,-1.5153
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,-0.0875,-1.4412
0.081818,-0.00013636,0.31136,0.013182,0.32318,0.1375,2.441
0.18182,-0.018136,-0.0086364,0.19318,-0.13682,0.1375,2.489
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,-0.0875,-1.2353
2.3818,0.00086364,0.31136,0.0031818,0.30318,-0.1125,-1.7776
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,-0.1375,-2.4316
2.3818,0.035864,-0.0086364,0.30318,-0.056818,0.0125,0.53686
0.081818,0.035864,0.31136,0.23318,0.30318,-0.0375,-0.41156
2.3818,-0.034136,-0.0086364,-0.18682,-0.056818,-0.0875,-1.1679
0.18182,-0.018136,-0.0086364,0.19318,-0.13682,0.1125,2.0061
0.18182,-0.018136,-0.0086364,0.19318,-0.13682,0.0875,1.4618
0.081818,-0.0021364,0.35136,1.0132,-0.036818,-0.1125,-1.4412
2.3818,0.00086364,-0.018636,0.053182,-0.056818,-0.1375,-2.5116
-2.6182,0.00086364,0.31136,0.0031818,0.30318,-0.1375,-2.5116
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,0.0375,0.52293
0.081818,-0.0021364,0.35136,1.0132,-0.036818,0.1375,2.3918
2.3818,0.035864,-0.0086364,0.30318,-0.056818,0.1375,2.4599
0.081818,-0.00013636,0.31136,0.013182,0.32318,-0.0875,-1.1571
0.081818,-0.0021364,0.35136,1.0132,-0.036818,-0.1375,-1.9055
-0.018182,0.020864,-0.0086364,-0.096818,0.11318,0.0375,0.67163
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,0.0625,0.84121
0.081818,-0.034136,0.32136,-0.24682,0.30318,-0.1375,-2.4708
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,0.0625,0.97856
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,0.0375,0.26875
0.081818,0.0048636,-0.0086364,-0.89682,0.43318,0.1125,1.9643
-0.018182,0.020864,-0.0086364,-0.096818,0.11318,0.0125,0.38567
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,-0.0125,-0.12133
0.081818,0.0048636,-0.0086364,-0.89682,0.43318,0.0875,1.3996
2.3818,0.00086364,0.31136,0.0031818,0.30318,0.0625,1.0857
-2.6182,0.00086364,0.31136,0.0031818,0.30318,0.0625,0.9619
0.081818,-0.00013636,0.31136,0.013182,0.32318,-0.0375,-0.40647
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,0.1375,2.4162
0.081818,0.035864,0.31136,0.23318,0.30318,0.0125,0.41065
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,0.0125,0.23992
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,-0.1625,-3.2918
0.081818,0.0048636,-0.0086364,-0.89682,0.43318,-0.1625,-4.3034
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,0.1375,2.6373
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,0.1125,1.9789
-0.018182,0.0098636,-0.42864,0.023182,-0.44682,-0.1375,-2.1343
0.081818,-0.00013636,0.31136,0.013182,0.32318,-0.1125,-1.5153
0.081818,-0.0021364,0.35136,1.0132,-0.036818,-0.0125,0.043669
0.081818,0.035864,-0.44864,0.29318,-0.47682,-0.1375,-2.8565
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,0.0875,1.4866
2.3818,0.00086364,0.31136,0.0031818,0.30318,0.1125,2.0532
0.081818,-0.034136,0.32136,-0.24682,0.30318,-0.0875,-1.3722
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,0.1125,1.9167
2.3818,0.00086364,-0.018636,0.053182,-0.056818,-0.0875,-1.3202
0.081818,0.035864,0.31136,0.23318,0.30318,0.0625,1.0765
-0.018182,0.0098636,-0.42864,0.023182,-0.44682,-0.0375,-0.40647
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,-0.0875,-1.333
0.081818,0.0048636,-0.0086364,-0.89682,0.43318,-0.1375,-2.8565
0.081818,0.035864,0.31136,0.23318,0.30318,0.0875,1.4324
0.081818,-0.034136,-0.028636,-0.25682,-0.046818,-0.0125,-0.26033
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,0.0875,1.363
0.081818,-0.00013636,0.31136,0.013182,0.32318,0.1125,1.984
-2.6182,0.00086364,0.31136,0.0031818,0.30318,-0.0875,-1.3459
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,-0.1625,-3.7438
0.081818,-0.00013636,0.31136,0.013182,0.32318,-0.1625,-2.6939
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,-0.1125,-2.1343
0.081818,-0.0021364,0.35136,1.0132,-0.036818,0.0125,0.32404
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,-0.0625,-0.95347
2.3818,0.00086364,0.31136,0.0031818,0.30318,-0.1375,-2.4316
0.081818,0.035864,-0.44864,0.29318,-0.47682,0.0125,0.33861
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,-0.1125,-1.9285
0.081818,0.035864,-0.44864,0.29318,-0.47682,-0.0375,-0.60208
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,-0.0375,-0.46932
-0.018182,0.0038636,-0.44864,-0.95682,-0.056818,0.1125,1.9422
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,-0.0375,-0.39637
0.081818,-0.00013636,0.31136,0.013182,0.32318,0.0375,0.56223
-2.6182,0.00086364,-0.018636,0.053182,-0.056818,0.0125,0.33135
-2.6182,0.00086364,0.31136,0.0031818,0.30318,0.1625,2.8102
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,-0.0125,-0.36666
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,-0.1125,-1.6643
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,0.0625,1.0257
2.3818,0.00086364,-0.018636,0.053182,-0.056818,-0.1125,-1.7979
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,-0.0125,-0.0060922
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,0.1625,2.9385
2.3818,0.00086364,-0.018636,0.053182,-0.056818,-0.0125,-0.026711
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,-0.0125,-0.12515
0.081818,0.00086364,-0.0086364,1.4132,-0.44682,0.0125,0.35296
2.3818,0.00086364,0.31136,0.0031818,0.30318,-0.0375,-0.44265
-2.6182,0.00086364,0.31136,0.0031818,0.30318,0.1375,2.419
0.081818,0.035864,-0.44864,0.29318,-0.47682,-0.0875,-1.5308
0.081818,-0.034136,-0.028636,-0.25682,-0.046818,0.0375,0.39937
2.3818,-0.034136,-0.0086364,-0.18682,-0.056818,-0.0625,-0.76969
2.3818,0.035864,-0.0086364,0.30318,-0.056818,0.1125,2.0575
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,0.0625,0.88819
2.3818,-0.034136,-0.0086364,-0.18682,-0.056818,0.0375,0.61111
0.081818,-0.034136,-0.028636,-0.25682,-0.046818,-0.0625,-0.94474
0.081818,-0.034136,0.32136,-0.24682,0.30318,0.1375,2.5518
0.081818,0.035864,0.31136,0.23318,0.30318,-0.1125,-2.0261
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,0.0375,0.53884
-2.6182,-0.034136,-0.0086364,-0.18682,-0.056818,0.0125,0.22112
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,-0.1375,-2.3938
0.081818,0.0038636,-0.0086364,0.053182,-0.036818,0.1625,2.8173
-0.018182,0.0098636,-0.42864,0.023182,-0.44682,0.0625,0.99868
-2.6182,0.00086364,0.31136,0.0031818,0.30318,-0.1125,-1.883
0.081818,0.035864,-0.44864,0.29318,-0.47682,-0.0625,-1.0647
2.3818,0.00086364,0.31136,0.0031818,0.30318,0.0125,0.23992
0.081818,-0.0021364,0.35136,1.0132,-0.036818,-0.0375,-0.2825
0.081818,-0.034136,-0.028636,-0.25682,-0.046818,0.1625,2.949
-0.018182,0.020864,-0.0086364,-0.096818,0.11318,0.1125,1.8694
0.18182,-0.018136,-0.0086364,0.19318,-0.13682,-0.1625,-2.9816
2.3818,0.035864,-0.0086364,0.30318,-0.056818,-0.0375,-0.31439
0.081818,-0.034136,-0.44864,-1.1268,-0.056818,-0.1375,-2.8565
