-51,43.106,4.0262,-44.015,12.832,0.46019,20.021,-59.605
-50,-66.894,71.026,41.985,-17.168,3.4602,-40.979,6.3951
-49,-67.894,70.026,41.985,-18.168,7.4602,-43.979,3.3951
-48,-67.894,70.026,40.985,-18.168,10.46,-45.979,1.3951
-47,-75.894,34.026,-5.0146,22.832,1.4602,39.021,-81.605
-46,-82.894,11.026,-34.015,4.832,0.46019,-23.979,89.395
-45,-77.894,61.026,28.985,-29.168,9.4602,60.021,-44.605
-44,-84.894,-77.974,77.985,42.832,-2.5398,-133.98,113.4
-43,-77.894,-77.974,87.985,6.832,-2.5398,-98.979,152.4
-42,74.106,-77.974,-9.0146,16.832,-2.5398,11.021,-17.605
-41,-84.894,28.026,-13.015,10.832,1.4602,-132.98,143.4
-40,-81.894,31.026,-10.015,-4.168,-1.5398,-115.98,162.4
-39,-87.894,52.026,17.985,17.832,-2.5398,-148.98,96.395
-38,124.11,-77.974,-149.01,36.832,-2.5398,75.021,-48.605
-37,144.11,-77.974,-149.01,-7.168,-1.5398,129.02,-9.6049
-36,-70.894,38.026,-0.014563,-22.168,6.4602,69.021,-19.605
-35,-76.894,-77.974,89.985,2.832,-2.5398,118.02,-55.605
-34,65.106,28.026,-13.015,8.832,2.4602,-133.98,26.395
-33,80.106,-77.974,-6.0146,-29.168,1.4602,30.021,64.395
-32,66.106,19.026,-149.01,21.832,0.46019,48.021,-54.605
-31,75.106,22.026,-149.01,-1.168,1.4602,75.021,-34.605
-30,80.106,-77.974,-6.0146,20.832,1.4602,-96.979,64.395
-29,-81.894,102.03,-149.01,-14.168,2.4602,88.021,17.395
-28,-83.894,100.03,-149.01,-5.168,2.4602,77.021,9.3951
-27,-87.894,52.026,17.985,-23.168,2.4602,-0.97864,45.395
-26,-89.894,50.026,14.985,-14.168,3.4602,-12.979,35.395
-25,78.106,33.026,-7.0146,19.832,1.4602,-100.98,-53.605
-24,65.106,28.026,-13.015,10.832,-2.5398,-12.979,-89.605
-23,68.106,29.026,-12.015,3.832,-2.5398,-5.9786,-84.605
-22,84.106,-77.974,11.985,9.832,-2.5398,-32.979,17.395
-21,91.106,-77.974,14.985,-7.168,-3.5398,-13.979,34.395
-20,119.11,-77.974,28.985,32.832,-2.5398,-98.979,-18.605
-19,136.11,-77.974,37.985,-6.168,-1.5398,-59.979,17.395
-18,44.106,11.026,-34.015,4.832,0.46019,-124.98,87.395
-17,-92.894,89.026,64.985,28.832,-2.5398,-175.98,17.395
-16,45.106,21.026,-22.015,-13.168,4.4602,-73.979,50.395
-15,22.106,-1.9738,-52.015,-3.168,-0.53981,-48.979,81.395
-14,-64.894,72.026,-149.01,-15.168,3.4602,139.02,-10.605
-13,-71.894,-77.974,96.985,-23.168,-1.5398,151.02,-33.605
-12,-73.894,-77.974,93.985,-17.168,2.4602,138.02,-41.605
-11,-84.894,99.026,77.985,11.832,2.4602,-131.98,-24.605
-10,-75.894,63.026,31.985,36.832,2.4602,-86.979,-56.605
-9,-69.894,68.026,38.985,5.832,2.4602,-54.979,-29.605
-8,61.106,27.026,-149.01,7.832,-2.5398,-24.979,57.395
-7,68.106,29.026,-149.01,-11.168,-2.5398,-4.9786,75.395
-6,88.106,48.026,-149.01,12.832,-2.5398,-22.979,-2.6049
-5,50.106,14.026,-31.015,9.832,0.46019,-0.97864,-60.605
-4,57.106,16.026,-28.015,-9.168,0.46019,20.021,-43.605
-3,102.11,-77.974,20.985,-37.168,-2.5398,16.021,66.395
-2,96.106,-77.974,17.985,-23.168,-2.5398,0.021359,52.395
-1,90.106,-77.974,13.985,-9.168,0.46019,-17.979,36.395
0,112.11,58.026,-149.01,27.832,2.4602,-113.98,7.3951
1,126.11,64.026,-149.01,-4.168,2.4602,-82.979,38.395
2,79.106,-77.974,-7.0146,20.832,1.4602,28.021,-59.605
3,92.106,-77.974,-0.014563,-11.168,-0.53981,67.021,-30.605
4,-70.894,115.03,-149.01,10.832,3.4602,-62.979,78.395
5,77.106,32.026,-149.01,-8.168,1.4602,20.021,25.395
6,83.106,46.026,-149.01,7.832,2.4602,-37.979,18.395
7,-86.894,53.026,18.985,19.832,-2.5398,7.0214,-67.605
8,-89.894,50.026,14.985,39.832,-2.5398,-14.979,-83.605
9,48.106,-77.974,-32.015,7.832,0.46019,-8.9786,59.395
10,58.106,-77.974,-28.015,-20.168,-1.5398,24.021,89.395
11,69.106,29.026,-149.01,12.832,1.4602,-2.9786,5.3951
12,61.106,26.026,-149.01,33.832,0.46019,-26.979,-14.605
13,35.106,8.0262,-38.015,-2.168,-2.5398,-50.979,50.395
14,-70.894,-77.974,98.985,-22.168,3.4602,157.02,-56.605
15,-69.894,-77.974,100.99,-29.168,3.4602,165.02,-51.605
16,-63.894,-77.974,110.99,-14.168,4.4602,-24.979,87.395
17,90.106,49.026,14.985,13.832,-2.5398,-162.98,-16.605
18,106.11,56.026,-149.01,24.832,-2.5398,-127.98,47.395
19,46.106,12.026,-33.015,-17.168,0.46019,-13.979,28.395
20,83.106,34.026,-149.01,22.832,1.4602,-89.979,49.395
21,92.106,38.026,-149.01,-1.168,1.4602,-65.979,73.395
22,64.106,28.026,-13.015,9.832,-2.5398,-136.98,38.395
23,-83.894,28.026,-12.015,11.832,-2.5398,-8.9786,25.395
24,-80.894,31.026,-10.015,-4.168,-2.5398,8.0214,40.395
25,-70.894,-77.974,37.985,-21.168,2.4602,106.02,49.395
26,31.106,0.026214,-49.015,3.832,0.46019,-19.979,21.395
27,-89.894,-76.574,49.085,-22.268,-4.1398,165.92,40.895
28,-88.794,-77.374,60.485,-8.368,-3.9398,112.12,49.595
29,-89.794,-73.774,66.885,-3.268,-3.8398,165.52,-29.505
30,-89.794,-66.174,77.085,10.632,-3.6398,136.92,-55.805
31,-69.694,-77.674,90.985,36.332,0.66019,-102.98,101.5
32,-89.694,-47.474,89.985,-27.768,-3.2398,144.42,3.0951
33,-89.694,-33.174,85.885,-25.868,-3.0398,163.62,-35.605
34,-89.394,-16.874,89.885,-14.668,-2.8398,133.72,-58.205
35,-86.594,13.826,90.785,3.632,-2.3398,80.821,-92.505
36,-35.594,-77.674,90.985,37.032,0.36019,-103.38,71.695
37,-79.494,32.926,90.685,-29.068,-2.0398,116.22,-72.405
38,-79.594,33.426,89.785,-29.868,-2.0398,115.52,-69.105
39,-74.494,44.126,90.985,-17.268,-1.8398,82.821,-87.105
40,-64.594,65.226,89.285,3.232,-1.4398,-0.77864,-87.005
41,73.906,-77.774,90.785,39.232,-0.23981,-103.88,-24.305
42,-57.894,84.126,89.485,-31.168,-1.1398,69.321,-98.205
43,-57.094,80.326,90.485,-30.768,-1.1398,68.621,-95.505
44,-45.594,75.426,90.185,-18.168,-1.0398,36.221,-98.705
45,-14.294,34.926,89.985,1.532,-1.1398,0.021359,-90.505
46,65.406,-77.974,90.885,39.032,-0.23981,-103.68,-16.705
47,18.406,23.026,90.085,-28.268,-0.83981,70.221,-99.005
48,18.106,23.026,90.885,-28.068,-0.83981,65.921,-95.505
49,28.906,10.026,90.585,-21.868,-0.93981,54.921,-93.605
50,67.206,-37.074,90.885,-3.168,-1.0398,24.921,-87.805
51,118.81,-77.874,74.085,11.332,1.0602,-97.779,18.495
