-0.4838,1.9542,2.6468,0.48142
0.38561,4.9542,8.6468,-0.23943
-0.29564,-0.045805,-1.3532,-0.04374
0.0070548,3.9542,6.6468,0.38951
0.18722,-5.0458,-9.3532,0.20458
0.41691,5.9542,9.6468,0.026728
-0.31286,3.9542,7.6468,-0.27436
0.14197,-3.0458,-6.3532,-0.38824
-0.32997,5.9542,10.647,-0.22112
-0.28295,5.9542,9.6468,-0.38952
0.199,0.95419,0.64684,0.47611
0.48153,2.9542,5.6468,-0.37202
0.082016,-1.0458,-3.3532,0.048695
-0.16357,7.9542,14.647,0.33152
-0.41575,2.9542,5.6468,-0.13525
0.36365,6.9542,11.647,0.33782
0.34692,3.9542,6.6468,0.24988
-0.20407,-1.0458,-3.3532,0.41389
-0.15146,-2.0458,-4.3532,0.21486
-0.405,-2.0458,-5.3532,-0.023003
0.13233,4.9542,8.6468,0.085556
0.19264,-4.0458,-8.3532,-0.27866
0.35356,4.9542,8.6468,-0.33215
0.41803,-5.0458,-9.3532,-0.17586
-0.067029,0.95419,0.64684,0.21474
0.12914,-3.0458,-6.3532,0.17085
-0.17543,-3.0458,-7.3532,0.23363
-0.092403,-8.0458,-12.353,-0.22971
-0.016629,3.9542,6.6468,-0.32359
-0.22913,-2.0458,-5.3532,-0.23396
0.35821,4.9542,8.6468,-0.43535
0.4686,2.9542,4.6468,-0.25165
-0.40791,6.9542,12.647,0.19578
0.2053,1.9542,3.6468,0.055521
-0.13499,-8.0458,-12.353,-0.25325
0.16052,2.9542,5.6468,-0.059997
0.14261,3.9542,7.6468,-0.27956
-0.47737,1.9542,2.6468,0.18088
-0.42473,-1.0458,-2.3532,-0.32813
-0.4924,4.9542,8.6468,-0.18983
0.34201,5.9542,9.6468,-0.10246
0.0026618,7.9542,14.647,0.29206
0.17016,2.9542,5.6468,0.053229
-0.25888,3.9542,7.6468,-0.092927
-0.18134,1.9542,3.6468,-0.17412
-0.46345,2.9542,4.6468,0.47334
-0.48491,6.9542,11.647,-0.092813
-0.22796,5.9542,9.6468,0.17469
0.49296,6.9542,12.647,0.18164
-0.30723,-3.0458,-7.3532,0.20351
0.24528,-3.0458,-7.3532,-0.18006
-0.47226,0.95419,1.6468,0.33701
-0.01384,-1.0458,-2.3532,-0.445
-0.47229,0.95419,1.6468,0.24098
-0.23057,-3.0458,-7.3532,0.47747
-0.18285,3.9542,6.6468,-0.24912
-0.48099,2.9542,4.6468,0.18294
0.44746,1.9542,2.6468,-0.27232
0.2741,0.95419,0.64684,0.033661
0.31902,1.9542,3.6468,0.22089
-0.28671,2.9542,4.6468,-0.0049218
-0.10865,0.95419,0.64684,-0.1415
0.42987,-2.0458,-5.3532,-0.10593
-0.42763,7.9542,13.647,-0.38185
-0.47458,2.9542,4.6468,0.46323
-0.31552,6.9542,12.647,0.45096
0.28748,-4.0458,-8.3532,-0.21947
-0.012315,-0.045805,-0.35316,-0.33101
-0.063219,-1.0458,-2.3532,-0.21612
0.10019,2.9542,4.6468,-0.45699
-0.45752,-8.0458,-12.353,0.073363
0.39343,-2.0458,-4.3532,0.38919
-0.16246,3.9542,7.6468,0.28059
-0.34309,4.9542,8.6468,-0.23949
0.28437,-8.0458,-12.353,-0.26842
-0.27114,7.9542,14.647,-0.016663
0.069799,2.9542,4.6468,0.01552
0.14968,7.9542,13.647,-0.015053
-0.40939,-2.0458,-5.3532,-0.30173
0.16093,-2.0458,-4.3532,0.26654
0.34458,7.9542,14.647,-0.020807
-0.4197,3.9542,6.6468,-0.24881
0.21994,0.95419,1.6468,-0.19189
0.33149,-3.0458,-7.3532,-0.045772
-0.21885,-9.0458,-13.353,0.21146
-0.12708,-4.0458,-8.3532,0.49357
-0.13252,-1.0458,-3.3532,0.025211
-0.40182,-2.0458,-4.3532,0.44295
0.27885,0.95419,0.64684,0.46001
0.24568,-9.0458,-13.353,0.41866
0.4448,0.95419,0.64684,0.20822
-0.16367,-4.0458,-8.3532,-0.074417
0.28204,-6.0458,-10.353,-0.019478
0.22227,-8.0458,-12.353,0.44876
-0.0075448,5.9542,9.6468,-0.0070009
-0.13292,-0.045805,-1.3532,-0.20062
-0.44194,6.9542,12.647,0.27011
0.11234,5.9542,9.6468,0.079484
-0.40945,-1.0458,-2.3532,0.20615
0.30704,-3.0458,-6.3532,0.41919
-0.1062,-3.0458,-6.3532,-0.037592
-0.18296,-9.0458,-13.353,0.0085821
-0.33346,-2.0458,-5.3532,-0.075987
-0.45855,-9.0458,-13.353,0.20178
0.14087,-1.0458,-3.3532,0.37452
0.17719,1.9542,2.6468,-0.32933
-0.078167,1.9542,2.6468,-0.031343
-0.33017,5.9542,9.6468,0.37035
0.25442,-4.0458,-8.3532,0.24707
-0.044509,-5.0458,-9.3532,-0.26962
0.46976,0.95419,0.64684,-0.0074072
0.28352,5.9542,10.647,-0.17288
-0.044727,3.9542,7.6468,-0.14308
-0.065625,6.9542,12.647,0.10791
0.3389,-2.0458,-4.3532,0.067065
0.25693,0.95419,1.6468,-0.4782
-0.37204,1.9542,2.6468,-0.29617
-0.054368,2.9542,5.6468,-0.057419
0.094696,-2.0458,-4.3532,0.07747
0.03762,-0.045805,-0.35316,0.47808
-0.30365,4.9542,8.6468,-0.12953
-0.47417,-3.0458,-6.3532,0.28103
0.46667,-9.0458,-13.353,0.28223
0.16385,-2.0458,-5.3532,-0.37445
-0.0089138,-2.0458,-4.3532,-0.48264
-0.43232,0.95419,0.64684,0.36578
0.17181,5.9542,9.6468,0.18984
0.31073,-10.046,-14.353,-0.26513
0.47302,-1.0458,-2.3532,-0.2044
-0.11648,-3.0458,-7.3532,-0.18978
0.44976,-2.0458,-5.3532,0.44546
-0.050142,-7.0458,-11.353,-0.011498
0.29899,-9.0458,-13.353,-0.1497
-0.39609,4.9542,8.6468,-0.16327
-0.017644,-10.046,-14.353,0.16006
0.17158,6.9542,11.647,0.44064
0.27018,1.9542,2.6468,0.31424
-0.18159,-2.0458,-4.3532,0.069567
0.13634,-3.0458,-7.3532,-0.29614
0.44314,-7.0458,-11.353,0.10741
-0.24288,-8.0458,-12.353,0.45924
-0.13984,-0.045805,-1.3532,-0.074251
-0.46358,-5.0458,-9.3532,-0.33221
-0.22092,2.9542,5.6468,-0.093292
0.37766,-9.0458,-13.353,-0.16788
-0.2537,2.9542,4.6468,0.49843
-0.38539,2.9542,4.6468,0.072119
-0.035438,3.9542,7.6468,0.055917
0.41536,5.9542,10.647,-0.12779
-0.16084,2.9542,4.6468,-0.12726
0.25512,-6.0458,-10.353,-0.097898
-0.20296,-1.0458,-2.3532,-0.29451
-0.21663,-2.0458,-4.3532,0.43564
-0.48601,-0.045805,-1.3532,0.37349
0.15241,-6.0458,-10.353,-0.14679
0.36904,1.9542,2.6468,-0.076358
-0.35046,-8.0458,-12.353,0.04081
0.12684,2.9542,5.6468,0.082705
0.31365,7.9542,13.647,-0.10895
-0.064358,7.9542,14.647,0.38683
-0.083136,7.9542,13.647,-0.3623
0.44148,-0.045805,-0.35316,0.25161
0.00059474,-5.0458,-9.3532,0.072186
-0.42175,-3.0458,-7.3532,0.39029
0.14516,-3.0458,-6.3532,0.089459
-0.0011759,-1.0458,-2.3532,0.32836
-0.30818,7.9542,14.647,-0.0097054
0.1696,5.9542,9.6468,0.22975
-0.014141,7.9542,14.647,0.44993
0.088325,6.9542,12.647,-0.32511
0.46431,2.9542,4.6468,-0.45373
-0.22535,-0.045805,-1.3532,-0.068949
-0.46948,-3.0458,-6.3532,0.14198
-0.30455,-8.0458,-12.353,-0.018419
-0.084626,4.9542,8.6468,-0.013723
-0.073001,0.95419,1.6468,-0.40165
-0.078582,-3.0458,-6.3532,0.45681
-0.46292,2.9542,5.6468,0.25751
0.085628,-0.045805,-0.35316,-0.33587
-0.06187,4.9542,8.6468,0.41869
-0.20171,7.9542,14.647,0.042399
0.036055,-3.0458,-6.3532,0.086062
0.067003,3.9542,6.6468,-0.25359
-0.27413,3.9542,7.6468,0.066374
0.47008,-10.046,-14.353,0.098319
0.17643,5.9542,10.647,0.053662
-0.056382,-0.045805,-0.35316,-0.30006
0.38942,1.9542,3.6468,0.25671
0.057818,-1.0458,-2.3532,-0.40987
-0.25293,-1.0458,-3.3532,-0.012329
-0.28161,-5.0458,-9.3532,-0.09491
-0.41305,-2.0458,-5.3532,-0.20206
-0.26166,5.9542,9.6468,-0.26443
-0.16578,-10.046,-14.353,0.2774
-0.16826,-11.046,-15.353,-0.49812
0.37335,5.9542,10.647,0.35336
-0.47496,-1.0458,-2.3532,-0.45565
0.044418,-10.046,-14.353,-0.27025
-0.35397,-1.0458,-2.3532,-0.37699
-0.49438,7.9542,13.647,-0.045648
-0.25394,-4.0458,-8.3532,-0.42344
-0.36886,1.9542,2.6468,-0.43881
-0.35912,-7.0458,-11.353,-0.37721
-0.075605,1.9542,3.6468,-0.32079
0.15352,4.9542,8.6468,-0.24083
0.21292,-9.0458,-13.353,-0.080242
0.36848,0.95419,1.6468,-0.025801
0.0095028,-4.0458,-8.3532,-0.43167
0.016852,-7.0458,-11.353,0.37838
0.41383,1.9542,2.6468,0.14327
0.37174,-3.0458,-7.3532,0.3214
0.40636,-1.0458,-2.3532,-0.08842
0.10026,-0.045805,-0.35316,0.33956
0.14541,2.9542,4.6468,0.0093624
0.27694,-8.0458,-12.353,0.050482
0.052615,-5.0458,-9.3532,0.31709
0.44844,-3.0458,-6.3532,-0.099181
-0.49182,-7.0458,-11.353,-0.22647
-0.25357,-3.0458,-7.3532,0.42415
-0.24619,5.9542,9.6468,-0.48707
-0.081591,4.9542,8.6468,-0.41084
-0.46791,-0.045805,-1.3532,-0.30979
-0.26709,1.9542,2.6468,0.44968
-0.16943,5.9542,10.647,-0.14832
0.13055,1.9542,3.6468,-0.14173
-0.26154,-0.045805,-0.35316,-0.49767
0.30491,-11.046,-15.353,0.3257
-0.34347,-3.0458,-7.3532,0.35568
-0.20024,-9.0458,-13.353,0.21215
-0.15042,4.9542,8.6468,-0.37646
-0.10835,-2.0458,-5.3532,0.037917
-0.13194,-3.0458,-6.3532,0.051911
0.37965,-1.0458,-3.3532,0.039802
-0.3039,2.9542,5.6468,-0.1567
-0.086404,2.9542,5.6468,-0.11961
-0.27296,-1.0458,-3.3532,0.34672
-0.078351,7.9542,14.647,-0.040983
-0.23624,4.9542,8.6468,0.024943
-0.29013,5.9542,9.6468,0.15139
-0.25838,-9.0458,-13.353,-0.47155
-0.14736,-0.045805,-1.3532,-0.0035104
-0.008301,-9.0458,-13.353,0.36549
-0.0012352,0.95419,0.64684,0.2477
-0.47618,-6.0458,-10.353,-0.08392
0.082243,-5.0458,-9.3532,-0.16926
0.40877,7.9542,14.647,-0.47424
0.37722,2.9542,5.6468,0.33061
-0.07825,-1.0458,-3.3532,0.21194
-0.36021,-0.045805,-0.35316,0.38802
-0.43868,-8.0458,-12.353,-0.12199
0.31005,1.9542,3.6468,0.079146
-0.31233,-4.0458,-8.3532,0.010689
-0.1048,4.9542,8.6468,-0.13259
-0.37562,-0.045805,-0.35316,-0.22058
-0.29602,0.95419,0.64684,0.14787
-0.37055,5.9542,10.647,0.13872
0.14432,-7.0458,-11.353,-0.19194
-0.16648,4.9542,8.6468,0.080978
-0.31949,7.9542,14.647,-0.12253
-0.25641,6.9542,12.647,0.46681
0.4615,-0.045805,-1.3532,0.20826
-0.15526,-1.0458,-2.3532,-0.36581
0.4256,7.9542,13.647,-0.31586
